language,genre,lyrics,,Song Name,artist
en,Electronic,"Honestly now...  
Either you stand for something  
Or you get knocked down for nothing  
Sister don't ache too soon  
I thought it was understood  
By everyone in this room  
Who'd ever come up short or won a race  
Safety's just danger  
... Out of place  
  
Truly now...  
People play tricks of the mind  
Shadows only follow behind  
Sister stay still  
I thought it was the nature  
Of all on malvern's hill  
Who'd taken a lead off third base  
Safety's just danger  
... Out of place  
  
Honestly now...  
If fate were to follow fortune  
And clarity trail distortion  
Sister on alert  
Pay close attention  
To fingerprints in the dust  
And fallen feet that leave no trace  
Safety's just danger  
... Out of place  
  
Sincerely now...  
I requested information  
At a roadside station  
Sister it seems absurd  
To be hammering pith  
Like a poet with a loss for words  
Trying to describe an angel's face  
Safety's just danger  
... Out of place  
  
Honestly now...  
Wholly in demand  
Coming off second hand  
Sister don't unravel  
When there's nowhere to go  
Except lawless travel  
And an end to infinity's space  
Safety's just danger  
... Out of place

",,honestly now,"Harry Connick, Jr."
en,Indie,"The sleepless nights  
The daily fights  
The quick toboggan when you reach the heights  
I miss the kisses and I miss the bites  
I wish I were in love again  
  
The broken dates  
The endless waits  
The lovely loving and the hateful hates  
The conversations with the flying plates  
I wish I were in love again  
  
No more pain  
No no more strain  
Now I'm sane  
But I'd rather be punch drunk  
  
The flying fur of cat and cur  
The fine mismatching of a him and her  
I've learned my lesson but  
I wish I were in love again  
  
The furtive sigh  
The blackened eye  
The words I love you 'til the day I die  
The self-deception that believes that lie  
I wish I were in love again  
  
When love congeals  
It soon reveals  
The faint aroma of performing seals  
The double-crossing of a pair of heels  
I wish I were in love again  
  
No more care  
No more despair  
Now I'm all there  
But I'd rather be punch drunk  
  
Believe me sir, I much prefer  
The classic battle of a him and her  
I don't like quiet and I wish I were  
In love again  
In love again

",,i wish i were in love again,Joni Mitchell
en,Country,"Mary, Mary, where you goin' to?  
Mary, Mary, can I go too?  
This one thing I will vow ya  
I'd rather die than to live without ya  
Mary, Mary, where you goin' to?  
  
Mary, Mary, tell me truly  
What did I do to make you leave me?  
Whatever it was I didn't mean to  
You know I never would try and hurt ya  
Mary, Mary, where you goin' to?  
  
What more, Mary, can I do  
To prove my love is truly yours?  
I've done more now than a clear-thinkin' man would do  
  
Mary, Mary, it's not over  
Where you go, I will follow  
Till I win your love again  
And walk beside you  
But until then  
Mary, Mary, where you goin' to?  
  
Mary, Mary, where you goin' to?  
Mary, where you goin' to?  
Mary, Mary, Mary, Mary, Mary, where you goin' to?

",,mary mary,The Monkees
en,Hip-Hop,"Go, tell it on the mountain  
Over the hills and everywhere  
Go, tell it on the mountain  
That Jesus Christ is born.  
  
While shepherds kept their watching  
Over silent flocks by night  
Behold throughout the heavens  
There shone a holy light.  
  
The shepherds feared and trembled  
When lo! Above the earth  
Rang out the angels chorus  
That hailed the Savior's birth.  
  
Down in a lowly manger  
The humble Christ was born  
And God sent us salvation  
That blessed Christmas morn...

",,go tell it on the mountain,Religious Music
en,Jazz,"Suddenly you'll find  
Yourself waiting for a long time  
Your back's to the wall  
But now you must go  
Painting scenes from magazines  
Sucking breath from nicotine  
Standing tall against the crowd we sigh  
Taking turns on telephones  
Living lives in other homes  
Listening for the passionate replies  
Suddenly we find  
Ourselves talking for a long time  
Our voices are low  
But now you must know  
Giving all you have to give  
Taking all you've got to live  
Plotting all mistakes along the way  
Find it hard to take it all  
Reading names on other walls  
Writing down the words we tried to sing  
Suddenly you'll find  
Yourself waiting for a long time  
Your back's to the wall  
But now you must go  
Suddenly you'll find  
Yourself waiting for a long time  

",,passionate reply,Ultravox
en,Folk,"[Intro:]  
Who wanna bet us that they can't fuck wit us?  
Stack cheddar forever, live treacherous, solely etceteras  
Til the death of us, me and my confidents  
We shine, we make the ambiance, you niggas just rhyme  
  
You lil niggas need guidance, you barkin up the wrong trees  
Pissin on the wrong hydrants, I'm a high fence  
I grew up round violence, you grew up playin violins  
In yo hood silence, where I'm from silence  
  
[Verse:]  
They just killed this vibe, they just killed this vibe  
There's something bout killing shit that makes us feel alive  
We feed off yo energy, we see you on that Kenny G  
Just do in yo own harm, do yo thing my nig  
Whenever you will not keep to that mighty nyc  
We gon check that name you claim  
Bring yo job and id  
We take it the wrong way, all gold everything  
One gold watch, two gold chains, give me all those, everything  
Yall don't wanna pump heads, ocho, Evelyn  
Them boys will leave you butt naked  
And the mall closed and everything  
The streets is watchin aksin if you gon reply to them  
Seem like yall woke up sleeping giants, Eli and Em  
  
[Hook:]  
A major comeback but from a minor setback  
But still they know we livin, was thinkin bout to get back  
The get back, the get back, the get back, the get back  
The get back, the get back, the get back, the get back  
I crack a smile knowing God has a day for me  
Until that day comes I slay these niggas faithfully  
The get back, the get back, the get back, the get back  
The get back, the get back, the get back, the get back  
  
[Verse:]  
I'm like Nino with the uzzi back of the motorcycle head  
Until you're back at them Italians who killed Keisha at the wedding  
I'm like dope boy lookin for Ricky's killer  
One last soldier, niggas who turn they backs on me  
Turn yo punk ass over  
Yall smoke my smoked my cousin Harold  
Now I'm in a Camaro  
Love and happiness playing, me and my dog with a double barrel  
38, 40 belows, live or die motherfucker  
I'm Pac, ride or miss, riverside motherfucker  
Get back, everybody better get back  
To my niggas in the jet black  
For the seats let back on yo jet back  
If you're a gambling man you could bet that  
It's a sure thing, not just a New York thing  
A rich or a poor thing  
It's a lace yo boots, pull yo draw string, who wanna go to war thing?  
It's a who gon protect your thing?  
Who really wanted morphine?  
Put legends in coffins  
It's a bullet holes in the door thing  
It's a nobody, sure things  
Street cold, not a Lord thing  
It's kids that wasn't taught things, old ladies like poor thing  
Poor thing, to get back is important  
Poor thing, for the dead homies we pour pain  
Like what you sayin while it's cocked back to em  
Guess what goes around comes around, got back to em  
  
[Hook:]  
A major comeback but from a minor setback  
But still they know we livin, was thinkin bout to get back  
The get back, the get back, the get back, the get back  
The get back, the get back, the get back, the get back  
I crack a smile knowing God has a day for me  
Until that day comes I slay these niggas faithfully  
The get back, the get back, the get back, the get back  
The get back, the get back, the get back, the get back

",,the get back,Fabolous
en,R&B,"Refrain:  
Lift high the cross  
The love of Christ proclaim,  
Till all the world  
Adore His sacred name.  
  
Led on their way  
By this triumphant sign,  
The hosts of God  
In conquering ranks combine.  
  
Refrain:  
Lift high the cross  
The love of Christ proclaim,  
Till all the world  
Adore His sacred name.  
  
Each newborn servant  
Of the Crucified  
Bears on the brow  
The seal of Him who died.  
  
Refrain:  
Lift high the cross  
The love of Christ proclaim,  
Till all the world  
Adore His sacred name.  
  
O Lord, once lifted  
On the glorious tree,  
As Thou hast promised  
Draw the world to Thee.  
  
Refrain:  
Lift high the cross  
The love of Christ proclaim,  
Till all the world  
Adore His sacred name.  
  
So shall our song  
Of triumph ever be:  
Praise to the Crucified  
For victory.  
  
Refrain:  
Lift high the cross  
The love of Christ proclaim,  
Till all the world  
Adore His sacred name...

",,lift high the cross,Religious Music
en,Reggae,"The kind people  
Have a wonderful dream  
Margaret on the guillotine  
Cause people like you  
Make me feel so tired  
When will you die?  
When will you die?  
When will you die?  
When will you die?  
When will you die?  
  
And people like you  
Make me feel so old inside  
Please die  
  
And kind people  
Do not shelter this dream  
Make it real  
Make the dream real  
Make the dream real  
Make it real  
Make the dream real  
Make it real

",,margaret on the guillotine,Morrissey
en,Indie,"When I feel you dreaming  
I think of sunsets  
How high my high gets  
  
[Chorus:]  
I wanna give to you an everlasting love  
I wanna fill your life with a satisfying love  
All you need is an everlasting love  
All you want is a mystifying love  
  
Sun breezes, moonlight teases  
  
Friendly invasion  
Late night persuasion  
  
[Chorus]  
  
Each time you pass me by  
You saw me fade away  
I'll give you more each day

",,everlasting love,Vanessa Williams
en,Electronic,"Evening brings the close of day,  
Skies of blue begin to grey,  
Crimson hues are fading in the west.  
Evening ever brings to me  
Dreams of days that used to be,  
Memories of those I love the best.  
  
When shadows fall  
And trees whisper, ""Day is ending"",  
My thoughts are ever wending home.  
When crickets call,  
My heart is forever yearning  
Once more to be returning home.  
  
When the hills conceal the setting sun,  
Stars begin a-peeping, one by one.  
Night covers all,  
And though fortune may forsake me,  
Sweet dreams will ever take me home.  
  
When the hills conceal the setting sun,  
Stars begin a-peeping, one by one.  
Night covers all,  
And though fortune may forsake me,  
Sweet dreams will ever take me home.

",,home,Paul McCartney
en,Country,"Is there ever enough space between us  
To keep us both honest and true?  
Why is it so hard just to sit in the yard  
And stare at the sky so blue?  
I've got a new way of walking and a new way of talking  
Honey when I'm around you,  
But it gives me the blues when I've got some good news  
And you're not there to bring it to.  
  
Life is a blessing, it's a delicatessen  
Of all the little favors you do.  
All wrapped up together no matter the weather,  
Baby you always come through.  
It's a measure of treasure that gives me the pleasure  
Of loving you the way I do  
And you know I would gladly say I need your love badly  
And bring these little things to you.  
  
Cause you got gold  
Gold inside of you  
You got gold  
Gold inside of you  
Well I got some  
Gold inside me too  
  
Well I'm thinking I'm knowing that I gotta be going  
You know I hate to say so long.  
It gives me an ocean of mixed up emotion  
I'll have to work it out in a song.  
Well I'm leaving a lot for the little I got  
But you know a lot a little will do  
And if you give me your love  
I'll let it shine up above  
And light my way back home to you.  
  
Cause you got gold  
Gold inside of you  
Cause you got gold  
Gold inside of you  
Well I got some  
Gold inside me too  
  
You got wheels  
Turning inside of you  
You got wheels  
Turning inside of you  
Well I got wheels  
Turning inside me too

",,you got gold,John Prine
